Entry	Reviewed	Length	Organism (ID)	PDB	Superkingdom	Phylum
A0A3D5LI34	unreviewed	331	2049040		Bacteria	Bacillota
A0A3D5LLE8	unreviewed	331	2485925		Bacteria	Bacillota
A0A3D5MXQ9	unreviewed	333	1506		Bacteria	Bacillota
A0A3D5NP53	unreviewed	332	1898204		Bacteria	Bacillota
A0A3D5NS23	unreviewed	226	1898204		Bacteria	Bacillota
A0A3D5PG92	unreviewed	342	1904441		Bacteria	Pseudomonadota
A0A3D5PNW3	unreviewed	339	1904441		Bacteria	Pseudomonadota
A0A3D5PPB7	unreviewed	341	1904441		Bacteria	Pseudomonadota
A0A3D5R8H0	unreviewed	333	1898207		Bacteria	Bacillota
A0A3D5R8Q8	unreviewed	297	1898207		Bacteria	Bacillota
A0A3D5RTM5	unreviewed	335	2053541		Bacteria	Bacteroidota
A0A3D5S2L7	unreviewed	336	2053541		Bacteria	Bacteroidota
A0A3D5TBW6	unreviewed	326	1898203		Bacteria	Bacillota
A0A3D5V6B8	unreviewed	286	1879010		Bacteria	Bacillota
A0A3D5VUY0	unreviewed	353	50421		Bacteria	Pseudomonadota
A0A3D5W5F9	unreviewed	344	1913989		Bacteria	Pseudomonadota
A0A3D5YZY7	unreviewed	338	2053594		Bacteria	Bacteroidota
A0A3D5Z2G1	unreviewed	339	2053594		Bacteria	Bacteroidota
A0A3D5ZK80	unreviewed	331	1898207		Bacteria	Bacillota
A0A3D6B9T1	unreviewed	349	2049428		Bacteria	Ignavibacteriota
A0A3D6CRF6	unreviewed	352	1062		Bacteria	Pseudomonadota
A0A3D6CT76	unreviewed	350	1062		Bacteria	Pseudomonadota
A0A3D6CT81	unreviewed	344	1062		Bacteria	Pseudomonadota
A0A3D7WHI8	unreviewed	336	1639		Bacteria	Bacillota
A0A3D8GK98	unreviewed	324	2259171		Bacteria	Bacillota
A0A3D8GUN9	unreviewed	364	2259171		Bacteria	Bacillota
A0A3D8H0L3	unreviewed	344	262076		Bacteria	Pseudomonadota
A0A3D8H2C9	unreviewed	332	262076		Bacteria	Pseudomonadota
A0A3D8HI22	unreviewed	340	2290935		Bacteria	Bacteroidota
A0A3D8JWH3	unreviewed	347	2291023		Bacteria	Pseudomonadota
A0A3D8LCN5	unreviewed	342	1400979		Bacteria	Bacteroidota
A0A3D8MEN0	unreviewed	334	1938339		Bacteria	Pseudomonadota
A0A3D8PZ66	unreviewed	327	1229153		Bacteria	Bacillota
A0A3D8Q2T6	unreviewed	139	1229153		Bacteria	Bacillota
A0A3D8TTL6	unreviewed	319	1621700		Bacteria	Bacillota
A0A3D8TWN2	unreviewed	307	216816		Bacteria	Actinomycetota
A0A3D8U371	unreviewed	232	216816		Bacteria	Actinomycetota
A0A3D8U374	unreviewed	347	216816		Bacteria	Actinomycetota
A0A3D8U433	unreviewed	253	216816		Bacteria	Actinomycetota
A0A3D8U4Z6	unreviewed	329	216816		Bacteria	Actinomycetota
A0A3D8UF03	unreviewed	326	1685		Bacteria	Actinomycetota
A0A3D8UFC5	unreviewed	346	1685		Bacteria	Actinomycetota
A0A3D8UGK0	unreviewed	360	1685		Bacteria	Actinomycetota
A0A3D8X8W3	unreviewed	319	1404		Bacteria	Bacillota
A0A3D8Y9W4	unreviewed	332	2259619		Bacteria	Bacteroidota
A0A3D8YAC6	unreviewed	388	2259619		Bacteria	Bacteroidota
A0A3D8YC14	unreviewed	342	2259619		Bacteria	Bacteroidota
A0A3D8YXG9	unreviewed	331	2282866		Bacteria	Bacillota
A0A3D8ZXF0	unreviewed	306	44007		Bacteria	Bacillota
A0A3D9APV6	unreviewed	342	2258964		Bacteria	Bacteroidota
A0A3D9AXY0	unreviewed	342	204089		Bacteria	Bacteroidota
A0A3D9B0S6	unreviewed	334	2258963		Bacteria	Bacteroidota
A0A3D9BBR9	unreviewed	342	333702		Bacteria	Bacteroidota
A0A3D9BUX1	unreviewed	340	1940533		Bacteria	Pseudomonadota
A0A3D9CXM8	unreviewed	342	358687		Bacteria	Bacteroidota
A0A3D9DQ59	unreviewed	342	395936		Bacteria	Bacteroidota
A0A3D9DWQ2	unreviewed	331	1122140		Bacteria	Pseudomonadota
A0A3D9DYS6	unreviewed	333	1122140		Bacteria	Pseudomonadota
A0A3D9E1C3	unreviewed	326	2183993		Bacteria	Actinomycetota
A0A3D9EN19	unreviewed	345	301		Bacteria	Pseudomonadota
A0A3D9EV35	unreviewed	333	301		Bacteria	Pseudomonadota
A0A3D9F4D6	unreviewed	330	301		Bacteria	Pseudomonadota
A0A3D9FLV7	unreviewed	336	1265740		Bacteria	Bacteroidota
A0A3D9FPR6	unreviewed	342	1265740		Bacteria	Bacteroidota
A0A3D9GNV2	unreviewed	334	2135608		Bacteria	Bacillota
A0A3D9GX39	unreviewed	317	2135608		Bacteria	Bacillota
A0A3D9H1Z0	unreviewed	337	262006		Bacteria	Bacteroidota
A0A3D9H882	unreviewed	336	1461338		Bacteria	Bacteroidota
A0A3D9HBA9	unreviewed	341	262006		Bacteria	Bacteroidota
A0A3D9HGR7	unreviewed	349	1461338		Bacteria	Bacteroidota
A0A3D9HQK1	unreviewed	371	1294267		Bacteria	Bacillota
A0A3D9HT79	unreviewed	338	456490		Bacteria	Bacillota
A0A3D9HYH7	unreviewed	344	456490		Bacteria	Bacillota
A0A3D9I359	unreviewed	368	456490		Bacteria	Bacillota
A0A3D9I5W8	unreviewed	331	456490		Bacteria	Bacillota
A0A3D9IN93	unreviewed	339	1294267		Bacteria	Bacillota
A0A3D9IQC1	unreviewed	335	1294267		Bacteria	Bacillota
A0A3D9IT29	unreviewed	335	1294267		Bacteria	Bacillota
A0A3D9KMW8	unreviewed	342	456490		Bacteria	Bacillota
A0A3D9KZN1	unreviewed	339	1122208		Bacteria	Bacteroidota
A0A3D9L5W2	unreviewed	339	1122208		Bacteria	Bacteroidota
A0A3D9L6M5	unreviewed	335	1122208		Bacteria	Bacteroidota
A0A3D9LGJ0	unreviewed	333	169134		Bacteria	Actinomycetota
A0A3D9LML8	unreviewed	337	664642		Bacteria	Bacteroidota
A0A3D9MG80	unreviewed	356	1938805		Bacteria	Pseudomonadota
A0A3D9PYU8	unreviewed	170	1156355		Bacteria	Bacillota
A0A3D9Q4H1	unreviewed	328	1156355		Bacteria	Bacillota
A0A3D9QW19	unreviewed	336	1156355		Bacteria	Bacillota
A0A3D9RQQ5	unreviewed	341	1853311		Bacteria	Bacteroidota
A0A3D9RTN1	unreviewed	339	1853311		Bacteria	Bacteroidota
A0A3D9RUB1	unreviewed	344	1853311		Bacteria	Bacteroidota
A0A3D9UEX8	unreviewed	312	351673		Bacteria	Pseudomonadota
A0A3D9UFP7	unreviewed	325	1405		Bacteria	Bacillota
A0A3E0A534	unreviewed	335	913107		Bacteria	Chloroflexota
A0A3E0CL07	unreviewed	356	1938807		Bacteria	Pseudomonadota
A0A3E0DF97	unreviewed	337	491954		Bacteria	Pseudomonadota
A0A3E0DH69	unreviewed	344	238540		Bacteria	Bacteroidota
A0A3E0DKM3	unreviewed	331	491954		Bacteria	Pseudomonadota
A0A3E0E765	unreviewed	340	238540		Bacteria	Bacteroidota
A0A3E0EUH3	unreviewed	343	1682742		Bacteria	Bacteroidota
A0A3E0IZI3	unreviewed	338	156205		Bacteria	Bacillota
A0A3E0KD67	unreviewed	475	1879010		Bacteria	Bacillota
A0A3E0MQW2	unreviewed	333	1977087		Bacteria	Pseudomonadota
A0A3E0RG36	unreviewed	334	1882945		Bacteria	Bacillota
A0A3E0VJJ7	unreviewed	334	120213		Bacteria	Actinomycetota
A0A3E0VU83	unreviewed	329	120213		Bacteria	Actinomycetota
A0A3E0W5V5	unreviewed	318	120213		Bacteria	Actinomycetota
A0A3E0WAL5	unreviewed	385	120213		Bacteria	Actinomycetota
A0A3E0WR95	unreviewed	341	302167		Bacteria	Bacillota
A0A3E0WUW3	unreviewed	327	351052		Bacteria	Pseudomonadota
A0A3E1B1R5	unreviewed	344	386		Bacteria	Pseudomonadota
A0A3E1B212	unreviewed	356	386		Bacteria	Pseudomonadota
A0A3E1B4P0	unreviewed	334	386		Bacteria	Pseudomonadota
A0A3E1BWU5	unreviewed	344	386		Bacteria	Pseudomonadota
A0A3E1CHZ8	unreviewed	331	1134687		Bacteria	Pseudomonadota
A0A3E1E0J8	unreviewed	346	2026799		Bacteria	Verrucomicrobiota
A0A3E1HEM6	unreviewed	331	2014741		Bacteria	Pseudomonadota
A0A3E1HFS0	unreviewed	353	2014741		Bacteria	Pseudomonadota
A0A3E1NKM4	unreviewed	344	2291815		Bacteria	Bacteroidota
A0A3E1NL17	unreviewed	337	2291815		Bacteria	Bacteroidota
A0A3E1NLM1	unreviewed	343	2291815		Bacteria	Bacteroidota
A0A3E1NWB1	unreviewed	335	2291814		Bacteria	Bacteroidota
A0A3E1P0Q1	unreviewed	383	2291814		Bacteria	Bacteroidota
A0A3E1P295	unreviewed	333	2291814		Bacteria	Bacteroidota
A0A3E1P704	unreviewed	340	2291814		Bacteria	Bacteroidota
A0A3E1RC49	unreviewed	337	2184758		Bacteria	Pseudomonadota
A0A3E1UKL1	unreviewed	331	303		Bacteria	Pseudomonadota
A0A3E1UNC5	unreviewed	339	303		Bacteria	Pseudomonadota
A0A3E1YH22	unreviewed	343	2282649		Bacteria	Bacteroidota
A0A3E2BAZ9	unreviewed	343	587		Bacteria	Pseudomonadota
A0A3E2BR97	unreviewed	256	2702		Bacteria	Actinomycetota
A0A3E2C651	unreviewed	198	2702		Bacteria	Actinomycetota
A0A3E2CAY6	unreviewed	268	2702		Bacteria	Actinomycetota
A0A3E2CEV8	unreviewed	245	2702		Bacteria	Actinomycetota
A0A3E2CGV7	unreviewed	254	2702		Bacteria	Actinomycetota
A0A3E2D4I6	unreviewed	103	2021364		Bacteria	Actinomycetota
A0A3E2DNX6	unreviewed	335	33010		Bacteria	Actinomycetota
A0A3E2EBS6	unreviewed	330	615		Bacteria	Pseudomonadota
A0A3E2EKQ9	unreviewed	343	615		Bacteria	Pseudomonadota
A0A3E2JPA3	unreviewed	320	1758642		Bacteria	Bacillota
A0A3E2JRV4	unreviewed	329	1758642		Bacteria	Bacillota
A0A3E2KPY8	unreviewed	342	67828		Bacteria	Pseudomonadota
A0A3E2KTI7	unreviewed	331	67828		Bacteria	Pseudomonadota
A0A3E2KU18	unreviewed	338	67828		Bacteria	Pseudomonadota
A0A3E2KUC5	unreviewed	334	67828		Bacteria	Pseudomonadota
A0A3E2N7I2	unreviewed	337	759821		Bacteria	Bacillota
A0A3E2N916	unreviewed	335	759821		Bacteria	Bacillota
A0A3E2NAW2	unreviewed	333	759821		Bacteria	Bacillota
A0A3E2NKH7	unreviewed	345	2482727		Bacteria	Bacteroidota
A0A3E2SDD9	unreviewed	307	315405		Bacteria	Bacillota
A0A3E2TX33	unreviewed	351	853		Bacteria	Bacillota
A0A3E2UUT0	unreviewed	330	853		Bacteria	Bacillota
A0A3E2VD39	unreviewed	334	358743		Bacteria	Bacillota
A0A3E2VI05	unreviewed	362	1522		Bacteria	Bacillota
A0A3E2VK66	unreviewed	342	358743		Bacteria	Bacillota
A0A3E2VW30	unreviewed	335	853		Bacteria	Bacillota
A0A3E2W9D1	unreviewed	330	853		Bacteria	Bacillota
A0A3E2WB01	unreviewed	337	358742		Bacteria	Bacillota
A0A3E2WF46	unreviewed	333	358742		Bacteria	Bacillota
A0A3E2WJX0	unreviewed	341	154046		Bacteria	Bacillota
A0A3E2WM16	unreviewed	334	358742		Bacteria	Bacillota
A0A3E2WRN8	unreviewed	343	154046		Bacteria	Bacillota
A0A3E2WSP7	unreviewed	341	358742		Bacteria	Bacillota
A0A3E2WVV3	unreviewed	335	154046		Bacteria	Bacillota
A0A3E2WW49	unreviewed	343	154046		Bacteria	Bacillota
A0A3E2WXC3	unreviewed	332	154046		Bacteria	Bacillota
A0A3E2WXH4	unreviewed	338	154046		Bacteria	Bacillota
A0A3E2X0E1	unreviewed	332	154046		Bacteria	Bacillota
A0A3E2X1U6	unreviewed	751	154046		Bacteria	Bacillota
A0A3E2X2B4	unreviewed	366	154046		Bacteria	Bacillota
A0A3E2X329	unreviewed	765	154046		Bacteria	Bacillota
A0A3E2X5U3	unreviewed	335	853		Bacteria	Bacillota
A0A3E3DD94	unreviewed	339	154046		Bacteria	Bacillota
A0A3E3DV88	unreviewed	338	214853		Bacteria	Bacillota
A0A3E3E8M8	unreviewed	369	1547		Bacteria	Bacillota
A0A3E3I2H2	unreviewed	368	1720294		Bacteria	Bacillota
A0A3E3I8Q3	unreviewed	329	1720294		Bacteria	Bacillota
A0A3E3INE5	unreviewed	370	1720294		Bacteria	Bacillota
A0A3E3IQ55	unreviewed	329	1720294		Bacteria	Bacillota
A0A3E3IQD5	unreviewed	338	1720294		Bacteria	Bacillota
A0A3E3K2I1	unreviewed	323	1653434		Bacteria	Bacillota
A0A3E3K5M9	unreviewed	343	1653434		Bacteria	Bacillota
A0A3E4F969	unreviewed	333	39486		Bacteria	Bacillota
A0A3E4FQZ2	unreviewed	336	40520		Bacteria	Bacillota
A0A3E4GFY5	unreviewed	334	585543		Bacteria	Bacteroidota
A0A3E4GLG6	unreviewed	366	410072		Bacteria	Bacillota
A0A3E4GR78	unreviewed	90	410072		Bacteria	Bacillota
A0A3E4GTG4	unreviewed	341	410072		Bacteria	Bacillota
A0A3E4K813	unreviewed	335	33038		Bacteria	Bacillota
A0A3E4LUV6	unreviewed	341	39491		Bacteria	Bacillota
A0A3E4M3R3	unreviewed	336	39486		Bacteria	Bacillota
A0A3E4PJ32	unreviewed	338	39486		Bacteria	Bacillota
A0A3E4PKJ7	unreviewed	336	39486		Bacteria	Bacillota
A0A3E4S7J8	unreviewed	361	216816		Bacteria	Actinomycetota
A0A3E4SCU4	unreviewed	362	1680		Bacteria	Actinomycetota
A0A3E4SL05	unreviewed	335	165179		Bacteria	Bacteroidota
A0A3E4TS47	unreviewed	333	154046		Bacteria	Bacillota
A0A3E4UDI9	unreviewed	339	154046		Bacteria	Bacillota
A0A3E4V1M0	unreviewed	268	33038		Bacteria	Bacillota
A0A3E4Y2J6	unreviewed	317	39491		Bacteria	Bacillota
A0A3E4YJ52	unreviewed	327	1156431		Bacteria	Bacillota
A0A3E5APQ9	unreviewed	341	39491		Bacteria	Bacillota
A0A3E5AYT7	unreviewed	347	28026		Bacteria	Actinomycetota
A0A3E5BGA5	unreviewed	346	626931		Bacteria	Bacteroidota
A0A3E5D2W6	unreviewed	328	1328		Bacteria	Bacillota
A0A3E5G9G8	unreviewed	366	88431		Bacteria	Bacillota
A0A3E5GJZ3	unreviewed	349	88431		Bacteria	Bacillota
A0A3E5GPR4	unreviewed	336	39486		Bacteria	Bacillota
A0A3E5HN12	unreviewed	347	28026		Bacteria	Actinomycetota
A0A3E5HRD5	unreviewed	361	28026		Bacteria	Actinomycetota
A0A3F2UEL3	unreviewed	369	1827501		Bacteria	Pseudomonadota
A0A3F2ZVP8	unreviewed	332	515621		Bacteria	Bacillota
A0A3F3B537	unreviewed	340	72407		Bacteria	Pseudomonadota
A0A3F3B839	unreviewed	331	72407		Bacteria	Pseudomonadota
A0A3F3GVC8	unreviewed	379	303682		Bacteria	Pseudomonadota
A0A3F3H0P1	unreviewed	337	709323		Bacteria	Bacillota
A0A3F3HVU8	unreviewed	354	930946		Bacteria	Bacillota
A0A3F3IB21	unreviewed	365	2024824		Bacteria	Balneolota
A0A3F3IBG1	unreviewed	339	28901		Bacteria	Pseudomonadota
A0A3F3IC89	unreviewed	346	28901		Bacteria	Pseudomonadota
A0A3F3IJ17	unreviewed	351	28901		Bacteria	Pseudomonadota
A0A3F3IQ48	unreviewed	331	28901		Bacteria	Pseudomonadota
A0A3F3J151	unreviewed	339	28901		Bacteria	Pseudomonadota
A0A3F3J368	unreviewed	332	28901		Bacteria	Pseudomonadota
A0A3F3J9R4	unreviewed	334	28901		Bacteria	Pseudomonadota
A0A3F3JGM4	unreviewed	336	28901		Bacteria	Pseudomonadota
A0A3F3S311	unreviewed	339	43131		Bacteria	Bacillota
A0A3G2E795	unreviewed	337	55508		Bacteria	Pseudomonadota
A0A3G2FBY6	unreviewed	335	2448483		Bacteria	Pseudomonadota
A0A3G2FET7	unreviewed	343	2448483		Bacteria	Pseudomonadota
A0A3G2FKN4	unreviewed	335	2448483		Bacteria	Pseudomonadota
A0A3G2FM10	unreviewed	344	2448483		Bacteria	Pseudomonadota
A0A3G2FMG0	unreviewed	334	2448483		Bacteria	Pseudomonadota
A0A3G2FNR8	unreviewed	315	2448483		Bacteria	Pseudomonadota
A0A3G2FP76	unreviewed	331	2448483		Bacteria	Pseudomonadota
A0A3G2G5M4	unreviewed	342	2478663		Bacteria	Bacteroidota
A0A3G2GPQ6	unreviewed	342	2478552		Bacteria	Bacteroidota
A0A3G2HGN6	unreviewed	339	76759		Bacteria	Pseudomonadota
A0A3G2HI71	unreviewed	340	76759		Bacteria	Pseudomonadota
A0A3G2HNU4	unreviewed	331	76759		Bacteria	Pseudomonadota
A0A3G2I954	unreviewed	344	2479367		Bacteria	Pseudomonadota
A0A3G2I9U5	unreviewed	336	2479367		Bacteria	Pseudomonadota
A0A3G2IFF7	unreviewed	334	2479367		Bacteria	Pseudomonadota
A0A3G2IG38	unreviewed	339	2479367		Bacteria	Pseudomonadota
A0A3G2IGJ0	unreviewed	331	2479367		Bacteria	Pseudomonadota
A0A3G2II61	unreviewed	337	2479367		Bacteria	Pseudomonadota
A0A3G2IKW3	unreviewed	334	2479367		Bacteria	Pseudomonadota
A0A3G2JRA2	unreviewed	365	1442032		Bacteria	Actinomycetota
A0A3G2L245	unreviewed	339	1761453		Bacteria	Bacteroidota
A0A3G2LAB4	unreviewed	342	1761453		Bacteria	Bacteroidota
A0A3G2PVH8	unreviewed	331	696485		Bacteria	Pseudomonadota
A0A3G2PYR2	unreviewed	335	696485		Bacteria	Pseudomonadota
A0A3G2Q1N0	unreviewed	331	696485		Bacteria	Pseudomonadota
A0A3G2Q3L8	unreviewed	340	696485		Bacteria	Pseudomonadota
A0A3G2QLQ2	unreviewed	334	696485		Bacteria	Pseudomonadota
A0A3G2R347	unreviewed	340	2316383		Bacteria	Bacillota
A0A3G2R377	unreviewed	334	2316383		Bacteria	Bacillota
A0A3G2R3Q1	unreviewed	331	2316383		Bacteria	Bacillota
A0A3G2V5V6	unreviewed	335	269660		Bacteria	Pseudomonadota
A0A3G3DSF8	unreviewed	346	143221		Bacteria	Pseudomonadota
A0A3G3DUB6	unreviewed	331	143221		Bacteria	Pseudomonadota
A0A3G3DWN4	unreviewed	340	143221		Bacteria	Pseudomonadota
A0A3G3E2C5	unreviewed	334	143221		Bacteria	Pseudomonadota
A0A3G3EBH1	unreviewed	334	1613		Bacteria	Bacillota
A0A3G3GT37	unreviewed	337	2268026		Bacteria	Bacteroidota
A0A3G3H2P2	unreviewed	341	482957		Bacteria	Pseudomonadota
A0A3G3HAD3	unreviewed	342	482957		Bacteria	Pseudomonadota
A0A3G3JYG4	unreviewed	341	2674991		Bacteria	Bacillota
A0A3G3K138	unreviewed	335	2674991		Bacteria	Bacillota
A0A3G3K3M8	unreviewed	335	2674991		Bacteria	Bacillota
A0A3G3K3Y1	unreviewed	337	2674991		Bacteria	Bacillota
A0A3G3L5E9	unreviewed	356	28095		Bacteria	Pseudomonadota
A0A3G3LFT6	unreviewed	339	28095		Bacteria	Pseudomonadota
A0A3G4VB24	unreviewed	333	689		Bacteria	Pseudomonadota
A0A3G4VGH1	unreviewed	335	689		Bacteria	Pseudomonadota
A0A3G4VHA7	unreviewed	333	689		Bacteria	Pseudomonadota
A0A3G4VHU7	unreviewed	325	689		Bacteria	Pseudomonadota
A0A3G4VJS1	unreviewed	330	689		Bacteria	Pseudomonadota
A0A3G4YWF2	unreviewed	319	1397		Bacteria	Bacillota
A0A3G5F358	unreviewed	327	290335		Bacteria	Bacillota
A0A3G5F3F0	unreviewed	332	290335		Bacteria	Bacillota
A0A3G5F7K0	unreviewed	332	290335		Bacteria	Bacillota
A0A3G5FFS0	unreviewed	338	51669		Bacteria	Bacillota
A0A3G5FHL5	unreviewed	345	51669		Bacteria	Bacillota
A0A3G5IZL7	unreviewed	338	633		Bacteria	Pseudomonadota
A0A3G5KDG6	unreviewed	331	633		Bacteria	Pseudomonadota
A0A3G5KMQ6	unreviewed	330	633		Bacteria	Pseudomonadota
A0A3G5L2J1	unreviewed	295	632		Bacteria	Pseudomonadota
A0A3G5LCD3	unreviewed	330	632		Bacteria	Pseudomonadota
A0A3G5LDD8	unreviewed	347	632		Bacteria	Pseudomonadota
A0A3G5T4M8	unreviewed	373	2487353		Bacteria	Actinomycetota
A0A3G5T4W6	unreviewed	341	2487353		Bacteria	Actinomycetota
A0A3G5U610	unreviewed	337	2576356		Bacteria	Bacillota
A0A3G5UCY5	unreviewed	336	2576356		Bacteria	Bacillota
A0A3G5UI72	unreviewed	325	2576356		Bacteria	Bacillota
A0A3G6IVP2	unreviewed	336	2080757		Bacteria	Actinomycetota
A0A3G6J351	unreviewed	335	2079234		Bacteria	Actinomycetota
A0A3G6MCJ2	unreviewed	342	2487065		Bacteria	Bacteroidota
A0A3G6QFA0	unreviewed	342	1493872		Bacteria	Bacteroidota
A0A3G6TS94	unreviewed	342	246		Bacteria	Bacteroidota
A0A3G6UKR8	unreviewed	335	2014076		Bacteria	Bacillota
A0A3G6ULS1	unreviewed	346	2014076		Bacteria	Bacillota
A0A3G6UM43	unreviewed	340	2014076		Bacteria	Bacillota
A0A3G6WJA4	unreviewed	345	1063		Bacteria	Pseudomonadota
A0A3G6ZL76	unreviewed	337	2268461		Bacteria	Actinomycetota
A0A3G6ZQA4	unreviewed	323	2268461		Bacteria	Actinomycetota
A0A3G6ZTX9	unreviewed	331	658630		Bacteria	Pseudomonadota
A0A3G7A088	unreviewed	341	658630		Bacteria	Pseudomonadota
A0A3G7JG50	unreviewed	330	86192		Bacteria	Pseudomonadota
A0A3G7JGM1	unreviewed	342	86192		Bacteria	Pseudomonadota
A0A3G7JT21	unreviewed	331	86192		Bacteria	Pseudomonadota
A0A3G7THM5	unreviewed	331	587753		Bacteria	Pseudomonadota
A0A3G7TS16	unreviewed	387	587753		Bacteria	Pseudomonadota
A0A3G7U6T0	unreviewed	353	47883		Bacteria	Pseudomonadota
A0A3G7UIK0	unreviewed	331	47883		Bacteria	Pseudomonadota
A0A3G7UP16	unreviewed	353	47883		Bacteria	Pseudomonadota
A0A3G7WUA3	unreviewed	331	76758		Bacteria	Pseudomonadota
A0A3G7X1G2	unreviewed	353	76758		Bacteria	Pseudomonadota
A0A3G7X1X9	unreviewed	339	76758		Bacteria	Pseudomonadota
A0A3G7Y7F1	unreviewed	331	658644		Bacteria	Pseudomonadota
A0A3G7YBZ8	unreviewed	353	658644		Bacteria	Pseudomonadota
A0A3G8C0U0	unreviewed	331	658642		Bacteria	Pseudomonadota
A0A3G8C4Y9	unreviewed	351	658642		Bacteria	Pseudomonadota
A0A3G8C945	unreviewed	339	658642		Bacteria	Pseudomonadota
A0A3G8JG65	unreviewed	350	2420509		Bacteria	Actinomycetota
A0A3G8R6G9	unreviewed	337	2487928		Bacteria	Bacillota
A0A3G8UCX0	unreviewed	336	74426		Bacteria	Actinomycetota
A0A3G8VCJ6	unreviewed	327	2048898		Bacteria	Actinomycetota
A0A3G8VUX8	unreviewed	673	2480625		Bacteria	Actinomycetota
A0A3G8WWE3	unreviewed	344	2482728		Bacteria	Bacteroidota
A0A3G8WWL5	unreviewed	338	2482728		Bacteria	Bacteroidota
A0A3G8X0H6	unreviewed	367	2482728		Bacteria	Bacteroidota
A0A3G8X152	unreviewed	340	2482728		Bacteria	Bacteroidota
A0A3G8X1B7	unreviewed	338	2482728		Bacteria	Bacteroidota
A0A3G8XAE1	unreviewed	338	2482728		Bacteria	Bacteroidota
A0A3G8Y8M7	unreviewed	342	2487072		Bacteria	Bacteroidota
A0A3G8ZCN3	unreviewed	333	2487072		Bacteria	Bacteroidota
A0A3G9DZX1	unreviewed	344	1978337		Bacteria	Bacteroidota
A0A3G9EMZ3	unreviewed	335	1978337		Bacteria	Bacteroidota
A0A3G9G6V8	unreviewed	202	78587		Bacteria	Pseudomonadota
A0A3G9GL21	unreviewed	334	332411		Bacteria	Pseudomonadota
A0A3G9I7V3	unreviewed	336	648		Bacteria	Pseudomonadota
A0A3G9IZ49	unreviewed	338	1712516		Bacteria	Bacillota
A0A3G9JNN9	unreviewed	334	2487118		Bacteria	Bacillota
A0A3G9JPR6	unreviewed	337	1712516		Bacteria	Bacillota
A0A3G9JW15	unreviewed	358	2003188		Bacteria	Actinomycetota
A0A3G9KAB4	unreviewed	332	2003188		Bacteria	Actinomycetota
A0A3I1Z8Z2	unreviewed	346	28901		Bacteria	Pseudomonadota
A0A3I2B1R1	unreviewed	342	28901		Bacteria	Pseudomonadota
A0A3I5DW03	unreviewed	336	28901		Bacteria	Pseudomonadota
A0A3I5F097	unreviewed	346	28901		Bacteria	Pseudomonadota
A0A3I5FVX5	unreviewed	346	28901		Bacteria	Pseudomonadota
A0A3I7UWD9	unreviewed	340	28901		Bacteria	Pseudomonadota
A0A3I8FK06	unreviewed	340	28901		Bacteria	Pseudomonadota
A0A3I8FPP5	unreviewed	334	28901		Bacteria	Pseudomonadota
A0A3I8FW61	unreviewed	332	28901		Bacteria	Pseudomonadota
A0A3J2D274	unreviewed	342	28901		Bacteria	Pseudomonadota
A0A3J4LEL1	unreviewed	334	28901		Bacteria	Pseudomonadota
A0A3J4M036	unreviewed	331	28901		Bacteria	Pseudomonadota
A0A3J4MKH5	unreviewed	342	28901		Bacteria	Pseudomonadota
A0A3J8THC3	unreviewed	342	28901		Bacteria	Pseudomonadota
A0A3K0QEF7	unreviewed	332	562		Bacteria	Pseudomonadota
A0A3K1AHF4	unreviewed	331	562		Bacteria	Pseudomonadota
A0A3K2UYN8	unreviewed	336	562		Bacteria	Pseudomonadota
A0A3K8Y961	unreviewed	331	28901		Bacteria	Pseudomonadota
A0A3K8YQG7	unreviewed	259	28901		Bacteria	Pseudomonadota
A0A3K9AUM4	unreviewed	346	28901		Bacteria	Pseudomonadota
A0A3L0VUB2	unreviewed	315	562		Bacteria	Pseudomonadota
A0A3L0VZS6	unreviewed	335	562		Bacteria	Pseudomonadota
A0A3L0W9Q4	unreviewed	327	562		Bacteria	Pseudomonadota
A0A3L1GSX0	unreviewed	146	562		Bacteria	Pseudomonadota
A0A3L2FR78	unreviewed	332	562		Bacteria	Pseudomonadota
A0A3L2LAS3	unreviewed	259	28901		Bacteria	Pseudomonadota
A0A3L2NMY8	unreviewed	342	562		Bacteria	Pseudomonadota
A0A3L2TGM3	unreviewed	342	562		Bacteria	Pseudomonadota
A0A3L5H0P8	unreviewed	342	562		Bacteria	Pseudomonadota
A0A3L5H6M1	unreviewed	342	562		Bacteria	Pseudomonadota
A0A3L5JWE8	unreviewed	342	562		Bacteria	Pseudomonadota
A0A3L6ZM65	unreviewed	316	331618		Bacteria	Actinomycetota
A0A3L6ZQQ3	unreviewed	327	699879		Bacteria	Actinomycetota
A0A3L7A2H4	unreviewed	326	76635		Bacteria	Actinomycetota
A0A3L7A404	unreviewed	321	76635		Bacteria	Actinomycetota
A0A3L7AML3	unreviewed	321	76637		Bacteria	Actinomycetota
A0A3L7BF58	unreviewed	335	2478711		Bacteria	Actinomycetota
A0A3L7BQP2	unreviewed	376	2478710		Bacteria	Actinomycetota
A0A3L7BSR2	unreviewed	335	2478710		Bacteria	Actinomycetota
A0A3L7BVG9	unreviewed	215	2478711		Bacteria	Actinomycetota
A0A3L7BZE5	unreviewed	376	2478711		Bacteria	Actinomycetota
A0A3L7DQI4	unreviewed	334	1803384		Bacteria	Pseudomonadota
A0A3L7DQK8	unreviewed	342	1803384		Bacteria	Pseudomonadota
